rpa;tipo_cod;tipo;cod_escola;escola;inep;rua;numero;cod_bairro;bairro;metragem;qtd_alunos;qtd_turmas;qtd_professores;escola_climatizada;data_visita;quadra_coberta;quadra_descoberta;biblioteca;sala_recurso;gestor;longitude;latitude
3;1;ESCOLA MUNICIPAL;092;DOM HELDER CAMARA;26122570;MARQUES DO PARANA;320;124;ESPINHEIRO;426;294;18;15;NÂO;;NÃO;SIM;SIM;SIM;ISABELLA SACCHELLI;-34.88819;-8.04108
3;1;ESCOLA MUNICIPAL;077;DOM JOSE LAMARTINE SOARES;26126818;ALTO DO EUCALIPTO;S/N;558;VASCO DA GAMA;254,1;286;17;11;NÂO;21/07/2017;NÃO;NÃO;NÃO;NÃO;MONICA DE OLIVEIRA COUTINHO;-34.91954;-8.00828
3;1;ESCOLA MUNICIPAL;277;DOM JOSE LAMARTINE SOARES - ANEXO I CVC;26126818;ALTO DO EUCALIPTO;S/N;558;VASCO DA GAMA;254,1;66;7;4;NÂO;21/07/2017;NÃO;NÃO;NÃO;NÃO;;-34.92234;-8.00216
3;1;ESCOLA MUNICIPAL;057;DOUTOR CAETE;26126389;ALVARANS;222;566;NOVA DESCOBERTA;427,1;299;17;8;NÂO;;NÃO;SIM;SIM;NÃO;ELIZABETH MARIA DA SILVA;-34.92763;-8.00151
3;1;ESCOLA MUNICIPAL;045;DRAOMIRO CHAVES AGUIAR;26120720;SANTA ISABEL;655;434;CASA AMARELA;675,7;418;23;15;NÂO;10/05/2017;NÃO;NÃO;SIM;SIM;SUELI CARLOS DA SILVA SOUZA;-34.92449;-8.02664
3;1;ESCOLA MUNICIPAL;071;HISTORIADOR FLAVIO GUERRA;26145227;ALTO DA TELHA;320;400;PASSARINHO;355,7;135;7;4;SIM;13/02/2017;NÃO;NÃO;NÃO;NÃO;FERNANDA HELENA DA CONCEICAO SILVA;-34.92997;-7.98536
3;1;ESCOLA MUNICIPAL;313;HISTORIADOR FLAVIO GUERRA - ANEXO I;26145227;ALTO DA TELHA;320;400;PASSARINHO;355,7;178;8;6;SIM;13/02/2017;NÃO;NÃO;NÃO;SIM;;-34.93009;-7.98561
3;1;ESCOLA MUNICIPAL;389;JULIO VICENTE ALVES DE ARAU ANX I CERVAC;26118955;DA CONCEICAO;211;531;MORRO DA CONCEICAO;400;0;0;0;NÂO;;NÃO;NÃO;NÃO;SIM;;-34.91371;-8.01955
3;1;ESCOLA MUNICIPAL;080;JULIO VICENTE ALVES DE ARAUJO;26118955;DA CONCEICAO;468;531;MORRO DA CONCEICAO;400;225;12;10;NÂO;;NÃO;NÃO;NÃO;SIM;ADRIANA ALEXANDRE SILVEIRA DA CUNHA;-34.91489;-8.01913
3;1;ESCOLA MUNICIPAL;062;MARGARIDA DE SIQUEIRA PESSOA;26126281;CORREGO JOSE GRANDE;1307;540;ALTO JOSE BONIFACIO;576,6;287;12;10;NÂO;;NÃO;NÃO;SIM;NÃO;SHEYLA ANGELA VIANA DE MELO MORAES;-34.91041;-8.01792
3;1;ESCOLA MUNICIPAL;333;MARLUCE SANTIAGO DA SILVA;26153556;CONCRIZ;S/N;400;PASSARINHO;633,1;407;20;14;SIM;27/10/2017;NÃO;NÃO;NÃO;SIM;MARIA BETANIA DE OLIVEIRA ALBUQUERQUE SILVA;-34.91774;-7.9805
3;1;ESCOLA MUNICIPAL;955;MARLUCE SANTIAGO DA SILVA - ANEXO I;26153556;GALO DE CAMPINA;211;400;PASSARINHO;;81;6;4;SIM;27/10/2017;NÃO;NÃO;NÃO;NÃO;;-34.91766;-7.97951
3;1;ESCOLA MUNICIPAL;079;MAURICIO DE NASSAU;26126672;DOUTOR EURICO CHAVES;677;493;ALTO DO MANDU;305,3;223;10;8;NÂO;10/05/2017;NÃO;NÃO;NÃO;NÃO;DORI SANDRA FERREIRA RAMOS;-34.92597;-8.02292
3;1;ESCOLA MUNICIPAL;027;MUNDO ESPERANCA;26125706;ESTRADA DOS PINTOS;900;604;SITIO DOS PINTOS;493;336;14;10;NÂO;18/04/2017;NÃO;NÃO;NÃO;NÃO;IDA FLAVIA FALCAO PINTO;-34.95666;-8.01417
3;1;ESCOLA MUNICIPAL;078;NADIR COLACO;26133389;NORTE  MIGUEL ARRAES DE ALENCAR;2173;582;MACAXEIRA;1125,1;384;13;15;NÂO;;NÃO;SIM;SIM;SIM;JOSINERE SALES DA SILVA;-34.92903;-8.01724
3;1;ESCOLA MUNICIPAL;206;NOVA DESCOBERTA;26133622;JORNALISTA WALDETE AGRA;100;400;PASSARINHO;721;490;22;18;NÂO;;NÃO;NÃO;SIM;SIM;MIRIAM SEVERINA DA SILVA MUNIZ DA ROCHA;-34.9298;-7.98759
3;1;ESCOLA MUNICIPAL;048;OCTAVIO DE MEIRA LINS;26126087;JOSE REBOUCAS;141;558;VASCO DA GAMA;951,4;670;31;24;NÂO;13/02/2017;NÃO;SIM;SIM;SIM;MAURILIO LINS DA SILVA;-34.91641;-8.01022
3;1;ESCOLA MUNICIPAL;145;PADRE ANTONIO HENRIQUE;26121662;VISCONDESSA DO LIVRAMENTO;290;140;DERBY;590,6;367;28;28;SIM;;NÃO;NÃO;SIM;SIM;JOSE CARLOS MARTINS DE SANTANA;-34.90003;-8.06147
3;1;ESCOLA MUNICIPAL;405;PADRE ANTONIO HENRIQUE ANEXO I;26121662;PAISSANDU;112;86;BOA VISTA;590,6;106;5;5;SIM;;NÃO;SIM;SIM;NÃO;;-34.89509;-8.06005
3;1;ESCOLA MUNICIPAL;123;PADRE DONINO;26134350;;442;442;CASA FORTE;;215;10;6;NÂO;;SIM;NÃO;SIM;SIM;SILVANA TEREZA DE LIRA BEZERRA;-34.919752;-8.034057
3;1;ESCOLA MUNICIPAL;288;PEDRINHO;26126966;BARAO DE BOTOVI;S/N;566;NOVA DESCOBERTA;230;117;10;6;NÂO;;NÃO;NÃO;NÃO;NÃO;ANDREA MARIA DA SILVA;-34.92493;-8.00549
3;1;ESCOLA MUNICIPAL;097;PEDRO ALCANTARA;26175380;TRES MORROS;43;620;CORREGO DO JENIPAPO;218,4;140;8;6;NÂO;;NÃO;NÃO;NÃO;NÃO;AURINEIDE ELIAS DE OLIVEIRA;-34.93773;-8.0025
3;1;ESCOLA MUNICIPAL;051;POETA JOAQUIM CARDOSO;26126494;CORREGO DA AREIA;950;566;NOVA DESCOBERTA;997,4;659;26;29;NÂO;;NÃO;NÃO;SIM;NÃO;VERONICA MARIA DE OLIVEIRA;-34.93086;-8.00134
3;1;ESCOLA MUNICIPAL;318;PRESBITERO JOSE BEZERRA;26126419;NORTE;7636;582;MACAXEIRA;554,8;401;20;15;NÂO;;NÃO;NÃO;SIM;SIM;ADELUZIA ROSALY GALVAO FARIA;-34.93125;-8.01498
3;1;ESCOLA MUNICIPAL;021;PROFESSOR ADERBAL GALVAO;26126516;VASCO DA GAMA;399;558;VASCO DA GAMA;729,2;474;17;20;NÂO;13/02/2017;NÃO;NÃO;NÃO;NÃO;CELSO HENRIQUE LOPES DA SILVA;-34.92115;-8.01658
3;1;ESCOLA MUNICIPAL;376;PROFESSOR JOSE SOARES DA SILVA;26166666;BARAO DE BOTOVI;5785;566;NOVA DESCOBERTA;918,4;344;19;12;NÂO;;NÃO;NÃO;SIM;SIM;LUCICLEIDE AMANCIO DA SILVA;-34.92331;-8.00687
3;1;ESCOLA MUNICIPAL;022;PROFESSOR MAURO MOTA;26126788;ALTO DA BRASILEIRA;S/N;566;NOVA DESCOBERTA;725;425;21;10;NÂO;02/05/2017;NÃO;NÃO;NÃO;NÃO;MARIA JOSE PEREIRA DE ASSUNCAO EGITO;-34.93104;-8.00019
3;1;ESCOLA MUNICIPAL;050;PROFESSOR MOACYR DE ALBUQUERQUE;26120771;CORREGO DA AREIA;S/N;566;NOVA DESCOBERTA;672,6;310;12;8;NÂO;;NÃO;NÃO;NÃO;SIM;FATIMA ALVES REIS JUSTO;-34.92521;-8.00165
3;1;ESCOLA MUNICIPAL;132;PROFESSOR NILO PEREIRA;26126524;DO ARRAIAL;4900;434;CASA AMARELA;1115,1;328;12;14;SIM;;SIM;NÃO;SIM;SIM;ANDRESA KARLLA DE MELO BRITO;-34.92558;-8.02728
3;1;ESCOLA MUNICIPAL;423;PROFESSOR NILO PEREIRA ANEXO APAE;26212404;DO ARRAIAL;4744;485;MONTEIRO;363;0;0;0;NÂO;;SIM;NÃO;SIM;SIM;;-34.92441;-8.02744
3;1;ESCOLA MUNICIPAL;017;PROFESSORA ALMERINDA UMBELINO DE BARROS;26126117;VASCO DA GAMA;S/N;558;VASCO DA GAMA;1268;695;30;26;SIM;30/08/2017;NÃO;SIM;SIM;SIM;ADRIANA DEMETRIO DIAS DA SILVA;-34.92101;-8.01016
3;1;ESCOLA MUNICIPAL;252;RENATO ACCIOLY CARNEIRO CAMPOS;26136335;SANTA ROSA;140;566;NOVA DESCOBERTA;426,2;149;8;5;NÂO;;NÃO;NÃO;SIM;SIM;MARGARIDA VIRGINIA DE SANTANA;-34.92524;-8.00446
3;1;ESCOLA MUNICIPAL;401;ROZEMAR DE MACEDO LIMA;26212404;AVENIDA NORTE;5400;434;CASA AMARELA;363;370;22;13;NÂO;;NÃO;NÃO;SIM;SIM;JANAINA SANTOS DA SILVA;-34.91339;-8.02309
3;1;ESCOLA MUNICIPAL;005;SANTA MARIA;26121077;ACAIACA;70;523;ALTO JOSE DO PINHO;1529,3;651;27;15;NÂO;;NÃO;NÃO;NÃO;SIM;SULEIDE FARIAS DE SOUZA SANTOS;-34.90889;-8.0217
3;1;ESCOLA MUNICIPAL;265;SANTA MARIA GORETTI;26126583;SANTA MARIA GORETTI;300;558;VASCO DA GAMA;787,2;304;15;11;SIM;;NÃO;NÃO;SIM;SIM;RUBENICE DE SOUZA E SILVA;-34.91835;-8.01129
3;1;ESCOLA MUNICIPAL;011;SAO CRISTOVAO;26126630;CASSITERITA;395;612;BREJO DA GUABIRABA;1330,8;485;20;25;SIM;;SIM;NÃO;SIM;SIM;MARIA JOSE LOPES DE SANT ANA;-34.93539;-7.99335
3;1;ESCOLA MUNICIPAL;306;SEVERINA LIRA;26122308;DA BOA VONTADE;110;191;TAMARINEIRA;379,6;193;10;9;NÂO;06/04/2018;SIM;NÃO;SIM;SIM;RITA DE CASSIA RODRIGUES DA SILVA;-34.90046;-8.0286
3;1;ESCOLA MUNICIPAL;023;SOCIOLOGO GILBERTO FREYRE;26125692;PROFESSOR CLAUDIO SELVA;350;590;DOIS IRMAOS;789,8;476;23;27;NÂO;18/04/2017;NÃO;NÃO;SIM;SIM;LUCIANA MADEIRA COSTA DE AMORIM;-34.95245;-8.01083
3;1;ESCOLA MUNICIPAL;085;VIRGEM PODEROSA;26125811;LEONARDO BEZERRA CAVALCANTI;116;469;PARNAMIRIM;931,9;237;14;9;NÂO;;NÃO;NÃO;SIM;SIM;GIULLIANA BEZERRA RODRIGUES;-34.90781;-8.03642
3;2;CRECHE MUNICIPAL;518;CRIANCA FELIZ;26149788;VISCONDE SA BANDEIRA;S/N;540;ALTO JOSE BONIFACIO;180,6;71;4;4;NÂO;;NÃO;NÃO;NÃO;NÃO;IVONETE FERREIRA LOPES;-34.91244;-8.01207
3;2;CRECHE MUNICIPAL;519;FLOR DA COMUNIDADE;26149770;RUA;111;531;MORRO DA CONCEICAO;72;50;4;4;NÂO;;NÃO;NÃO;NÃO;NÃO;ETELVINA BESERRA DE FARIAS CARVALHO;-34.91593;-8.01802
3;2;CRECHE MUNICIPAL;517;FLOR DO BAIRRO DA GUABIRABA;26149842;CASSITERITA;S/N;612;BREJO DA GUABIRABA;230,8;51;3;3;NÂO;;NÃO;NÃO;NÃO;NÃO;SIMONE GOMES DA SILVA;-34.93614;-7.99308
3;2;CRECHE MUNICIPAL;436;IRMA DULCE;26181932;ADALGISA;09;124;ESPINHEIRO;850;65;4;4;SIM;;NÃO;NÃO;SIM;NÃO;ELIZETE MARIA DOS SANTOS;-34.88758;-8.04201
3;2;CRECHE MUNICIPAL;514;MARDONIO COELHO;26149737;SENADOR MILTON CAMPOS;S/N;558;VASCO DA GAMA;495;83;5;5;NÂO;;NÃO;NÃO;NÃO;NÃO;SUELY JANE DA COSTA;-34.9231;-8.0146
3;2;CRECHE MUNICIPAL;452;MERCIA MARIA BEZERRA COSTA;26183269;VEREADOR OTACILIO AZEVEDO;1030;574;BREJO DE BEBERIBE;850;153;8;7;NÂO;;NÃO;NÃO;NÃO;NÃO;MARIA DO SOCORRO DO NASCIMENTO;-34.91496;-8.00465
3;2;CRECHE MUNICIPAL;992;MONTE DAS OLIVEIRAS;26171651;ALTO DA BRASILEIRA;07;566;NOVA DESCOBERTA;190,2;20;2;2;NÂO;02/05/2017;NÃO;NÃO;NÃO;NÃO;MARIA ANUNCIADA OLIVEIRA ANDRE GOMES;-34.93355;-8.00062
3;2;CRECHE MUNICIPAL;991;NOSSA SENHORA DE FATIMA;26171660;ALTO DO RESERVATORIO;720;566;NOVA DESCOBERTA;;30;3;3;NÂO;02/05/2017;NÃO;NÃO;NÃO;NÃO;ROBERTA BORGES DE ALBUQUERQUE;-34.93405;-7.9978
3;2;CRECHE MUNICIPAL;522;SAO JOAO;26149923;DO CANAL;50;582;MACAXEIRA;764,3;71;5;5;NÂO;13/06/2017;NÃO;NÃO;NÃO;NÃO;GIRLANNE MICHELLE BRAGA DA SILVA;-34.93037;-8.0197
3;5;CMEI;377;CELESTE VIDAL;26175878;JARDIM ELDORADO;S/N;612;BREJO DA GUABIRABA;126,8;118;6;6;NÂO;12/06/2017;NÃO;NÃO;NÃO;NÃO;ANA SUELY LOPES DA SILVA;-34.95844;-7.99842
3;5;CMEI;515;CMEI CREUSA ARCOVERDE DE FREITAS CAVALCANTI;26149800;CONSELHEIRO NABUCO;S/N;434;CASA AMARELA;535,1;91;5;5;NÂO;;NÃO;NÃO;NÃO;SIM;SANDRA MARIA MAGALHAES ARCOVERDE GUSMAO;-34.9189;-8.02806
3;8;CRECHE ESC.RECIFE;126;BREJO DO BEBERIBE;26191822;;1097;558;VASCO DA GAMA;;41;3;3;NÂO;;NÃO;NÃO;NÃO;NÃO;MARIA ELAINE MONTEIRO DO NASCIMENTO;;-79.048
3;8;CRECHE ESC.RECIFE;043;CRECHE ESCOLA RECIFE ALTO DO MANDU;26190087;;S/N;485;MONTEIRO;;158;8;6;NÂO;;NÃO;NÃO;NÃO;NÃO;ROSANGELA BARBOSA DE AGUIAR ROMA;;
3;8;CRECHE ESC.RECIFE;451;DONA CARMELITA MUNIZ DE ARAUJO;26183285;DA MUMBECA;100;418;GUABIRABA;850;151;7;8;NÂO;12/06/2017;NÃO;NÃO;SIM;NÃO;JOSIVANE RODRIGUES DOS SANTOS SILVA;-34.92317;-7.96508
3;8;CRECHE ESC.RECIFE;459;MENINO JESUS DE CASA FORTE;26149338;SAMUEL DE FARIAS;127;450;SANTANA;;177;12;11;NÂO;;SIM;NÃO;SIM;SIM;ELIZANGELA TAVARES PEREIRA FEITOSA DO NASCIMENTO;-34.91534;-8.03893
3;8;CRECHE ESC.RECIFE;520;NOSSA SENHORA DAS DORES;26149796;DOS CAETES;427;507;APIPUCOS;164,6;62;5;5;NÂO;20/04/2017;NÃO;NÃO;NÃO;NÃO;GISELLE ALVES DA SILVA;-34.9371;-8.01718
3;8;CRECHE ESC.RECIFE;494;PROFESSOR ARIANO VILAR SUASSUNA;26189224;DON MANUEL DE MEDEIROS;S/N;590;DOIS IRMAOS;;153;8;7;NÂO;;NÃO;NÃO;SIM;SIM;KELLY CRISTINE MARANHAO CONRADO;;
4;1;ESCOLA MUNICIPAL;003;ARRAIAL NOVO DO BOM JESUS;26127369;DO FORTE;1340;701;TORROES;1223,4;775;32;38;NÂO;;NÃO;SIM;SIM;SIM;ROSANGELA DO NASCIMENTO CUNHA VIEIRA DE MELO;-34.93174;-8.05878
4;1;ESCOLA MUNICIPAL;190;CASARAO DO BARBALHO;26127016;DO BARBALHO;1595;698;IPUTINGA;1229;361;25;18;NÂO;;NÃO;NÃO;SIM;SIM;GENILDA FERNANDES DE OLIVEIRA;-34.93465;-8.0288
4;1;ESCOLA MUNICIPAL;039;CELIA ARRAES;26127024;JOSE NOYA;131;736;VARZEA;682,1;326;14;13;NÂO;;NÃO;NÃO;SIM;SIM;ANA BEATRIZ DA SILVA;-34.95882;-8.03917
4;1;ESCOLA MUNICIPAL;036;CREUSA DE FREITAS CAVALCANTI;26127008;EPAMINONDAS CRISTOVAO DE OLIVEIRA;S/N;701;TORROES;940,7;622;26;20;NÂO;;NÃO;NÃO;NÃO;NÃO;CLAUDIA HELENA DE SOUSA LAURENTINO;;-80.614
4;1;ESCOLA MUNICIPAL;019;DA IPUTINGA;26119218;CORONEL FERNANDO FURTADO;479;698;IPUTINGA;1739,7;630;24;27;NÂO;11/05/2017;NÃO;NÃO;SIM;SIM;MARIA MARLUCE PEREIRA GOMES;-34.92826;-8.04164
4;1;ESCOLA MUNICIPAL;334;DARCY RIBEIRO;26153424;ODETE MONTEIRO;450;680;CORDEIRO;1577,7;603;27;22;NÂO;03/02/2017;SIM;NÃO;SIM;SIM;SIMONE MARQUES MENDONCA DE OLIVEIRA PINTO;-34.92078;-8.04579
4;1;ESCOLA MUNICIPAL;340;DINA DE OLIVEIRA;26155850;SAO MATEUS;S/N;698;IPUTINGA;2427,5;803;33;24;NÂO;;SIM;NÃO;SIM;SIM;FLAVIA MARIA CRUZ MOTA;-34.93478;-8.03034
4;1;ESCOLA MUNICIPAL;018;DIVINO ESPIRITO SANTO;26127520;PRACA DA CAXANGA;127;736;VARZEA;2411,7;433;16;17;SIM;;SIM;SIM;SIM;SIM;JULIANA PEREIRA RAMOS;-34.95381;-8.03065
4;1;ESCOLA MUNICIPAL;139;DO DOM;26120402;CORONEL PACHECO;115;736;VARZEA;238,7;169;10;10;SIM;17/10/2017;NÃO;NÃO;SIM;SIM;BERENICE GOMES DE MELO;-34.9589;-8.048
4;1;ESCOLA MUNICIPAL;068;DOS TORROES;26127083;DOUTOR ANTONIO CORREIA DE OLIVEIRA;110;701;TORROES;251,7;188;8;5;SIM;16/10/2017;NÃO;NÃO;NÃO;NÃO;JIMMYGLECIA REGO DOS SANTOS;-34.93406;-8.06711
4;1;ESCOLA MUNICIPAL;292;DOUTOR EBENEZER GUEIROS;26127644;DOUTOR ALUIZIO BALTAR;69;698;IPUTINGA;945;411;21;16;NÂO;;SIM;NÃO;SIM;SIM;RITA DE CASSIA PEREIRA DE PAULA OLIVEIRA;-34.93278;-8.03695
4;1;ESCOLA MUNICIPAL;049;DOUTOR RODOLFO AURELIANO;26119641;JOSE AVELAR;211;736;VARZEA;1143;635;26;31;NÂO;;SIM;NÃO;SIM;SIM;CRISTIANO DA SILVA LIMA;-34.95624;-8.04227
4;1;ESCOLA MUNICIPAL;440;DOUTOR SAMUEL GONCALVES;26127547;AUSTRO COSTA;227;663;PRADO;668;183;10;10;SIM;17/02/2017;NÃO;NÃO;NÃO;NÃO;MARIA EDNA DOS SANTOS;-34.91896;-8.05879
4;1;ESCOLA MUNICIPAL;041;ENGENHO DO MEIO;26127377;BOM PASTOR;1406;710;ENGENHO DO MEIO;1288,7;686;29;22;SIM;03/05/2017;NÃO;NÃO;SIM;SIM;BIANCA SIMONETTI MAGLIANO TENORIO;-34.93965;-8.0497
4;1;ESCOLA MUNICIPAL;075;HENFIL;26127873;SEIS DE MARCO;10;736;VARZEA;365,9;216;13;9;SIM;;NÃO;NÃO;SIM;SIM;JACIANE GOMES SOUSA DE LIMA SILVA;-34.95363;-8.04558
4;1;ESCOLA MUNICIPAL;938;JADER FIGUEIREDO DE ANDRADE SILVA;26171732;MUCIO UCHOA CAVALCANTE;283;710;ENGENHO DO MEIO;400,9;240;16;10;SIM;;NÃO;NÃO;NÃO;SIM;NOEMIA KARINA ARAUJO DA SILVA;-34.94197;-8.04992
4;1;ESCOLA MUNICIPAL;391;JADER FIGUEIREDO DE ANDRADE SILVA - ANEX;26171732;ANTONIO O CURADO;231;710;ENGENHO DO MEIO;;130;12;10;NÂO;;NÃO;NÃO;SIM;NÃO;;-34.94188;-8.04866
4;1;ESCOLA MUNICIPAL;297;JOAO PESSOA GUERRA;26127784;ISAAC BURIL;107;736;VARZEA;;217;15;12;NÂO;;NÃO;NÃO;SIM;SIM;BARBARA DAPHNE MARQUES DE MATOS;-34.95826;-8.05605
4;1;ESCOLA MUNICIPAL;020;JOAO XXIII;26119897;DO CAIARA;350;698;IPUTINGA;1002,3;431;20;21;NÂO;;NÃO;NÃO;SIM;SIM;ROSANGELA OLIVEIRA NEVES;-34.93066;-8.04158
4;1;ESCOLA MUNICIPAL;040;MAGALHAES BASTOS;26120763;FRANCISCO LACERDA;S/N;736;VARZEA;1297,5;578;26;19;NÂO;17/10/2017;NÃO;NÃO;SIM;SIM;ANDREA LUCIANA CAVALCANTE DE MELO;-34.95704;-8.04691
4;1;ESCOLA MUNICIPAL;380;MERCIA DE ALBUQUERQUE FERREIRA;26175398;TABAIARES;182;760;ILHA DO RETIRO;507,3;302;15;12;NÂO;;NÃO;NÃO;SIM;SIM;MAGDA CLARICE RIBEIRO DE OLIVEIRA;-34.90624;-8.06552
4;1;ESCOLA MUNICIPAL;137;NOVA MORADA;26177978;ELIANE FRAGOSO DO NASCIMENTO;24;744;CAXANGA;235,2;169;12;9;SIM;25/10/2017;NÃO;NÃO;SIM;SIM;EULALIA DE FATIMA ALVES CARNEIRO;-34.9524;-8.02585
4;1;ESCOLA MUNICIPAL;395;NOVA MORADA - ANEXO I;26177978;DEP JOSE FRANCISCO DE MELO CAVALCANTI;409;744;CAXANGA;235,2;262;19;15;SIM;25/10/2017;NÃO;NÃO;NÃO;NÃO;;-34.95254;-8.02507
4;1;ESCOLA MUNICIPAL;441;PAPA JOAO XXIII;26127458;GIRUA;S/N;710;ENGENHO DO MEIO;1002,3;226;10;10;SIM;;NÃO;NÃO;SIM;NÃO;ERIKA COLACO DA CUNHA NASCIMENTO;-34.94515;-8.05665
4;1;ESCOLA MUNICIPAL;443;PAROQUIAL CRISTO REI;26123266;DOM MANUEL DA COSTA;S/N;655;TORRE;668;257;10;8;NÂO;;SIM;NÃO;SIM;SIM;LUIZA MARIA SIMOES DE BARROS MECEDO;-34.91261;-8.04776
4;1;ESCOLA MUNICIPAL;067;PROF ELIZABETH SALES COUTINHO BARROS;26121050;PROFESSOR AVERTANO ROCHA;386;701;TORROES;466,1;237;10;8;NÂO;10/04/2017;NÃO;NÃO;SIM;NÃO;KATIA CRISTINA DOS ANJOS FLORENCIO;-34.93408;-8.06734
4;1;ESCOLA MUNICIPAL;347;PROFESSOR JOAO BATISTA LIPPO NETO;26157845;BARAO DE CERRO LARGO;S/N;736;VARZEA;1454,4;164;8;8;NÂO;;NÃO;NÃO;SIM;SIM;MARIA MARTINS PEREIRA;-34.99013;-8.03548
4;1;ESCOLA MUNICIPAL;365;PROFESSOR JOAO FRANCISCO DE SOUZA;26158302;EXPEDICIONARIO JORGE DA COSTA LIMA;31;736;VARZEA;282,5;396;16;13;NÂO;;NÃO;NÃO;SIM;SIM;TARCIANE TOME FELICIANO DO NASCIMENTO;-34.97345;-8.03698
4;1;ESCOLA MUNICIPAL;444;SAO DOMINGOS;26127792;SAO MATHEUS;364;698;IPUTINGA;668;303;16;15;SIM;26/04/2017;NÃO;NÃO;NÃO;SIM;NOEMI CATHIA ANDRADE SILVA LIRA;-34.93572;-8.03849
4;1;ESCOLA MUNICIPAL;038;SENADOR JOSE ERMIRIO DE MORAES;26119170;RORAIMA;30;736;VARZEA;634;360;17;13;NÂO;;NÃO;NÃO;SIM;SIM;SINMONIA RIBEIRO DE ARRUDA;-34.97939;-8.03595
4;1;ESCOLA MUNICIPAL;964;SITIO DO BERARDO;26170710;PROFESSOR LINS E SILVA;S/N;647;MADALENA;371,9;162;13;10;SIM;09/06/2017;NÃO;NÃO;NÃO;SIM;MARIA MICHELINE BEZERRA DE ARAUJO;-34.91413;-8.05584
4;1;ESCOLA MUNICIPAL;481;SOLDADO JOSE ANTONIO DO NASCIMENTO ANEXO;;GUILHERME PINTO;246;647;MADALENA;;0;0;0;NÂO;;SIM;NÃO;SIM;NÃO;;-34.90105;-8.05898
4;1;ESCOLA MUNICIPAL;331;VILA SANTA LUZIA;26153475;ELIZEU CAVALCANTI;52;680;CORDEIRO;1552,8;501;24;20;NÂO;02/10/2017;NÃO;NÃO;SIM;SIM;MONICA PESSOA DE MELO OLIVEIRA;-34.92099;-8.04956
4;1;ESCOLA MUNICIPAL;034;ZUMBI DOS PALMARES;26119200;ENGENHEIRO VASCONCELOS BITTENCOURT;35;736;VARZEA;992,6;565;25;16;NÂO;;NÃO;NÃO;NÃO;SIM;ANA GLAUCIA DE ARAUJO SILVA;-34.95183;-8.04087
4;2;CRECHE MUNICIPAL;980;CASINHA AZUL;26157489;SAO MATEUS;S/N;698;IPUTINGA;610,5;133;7;7;SIM;;NÃO;NÃO;NÃO;SIM;FLAVIA MARIA ALVES COSTA;-34.93434;-8.02991
4;2;CRECHE MUNICIPAL;521;CRECHE MUNICIPAL CEAPE;26149214;COSTA SEPULVEDA;415;710;ENGENHO DO MEIO;430,3;102;6;6;NÂO;;NÃO;NÃO;NÃO;NÃO;MIRTES DE OLIVEIRA DINIZ;-34.94067;-8.05412
4;2;CRECHE MUNICIPAL;529;CRECHE MUNICIPAL DEUS E AMOR;26153319;EPAMINONDAS CRISTOVAO DE OLIVEIRA;395;701;TORROES;189,8;74;4;4;NÂO;;NÃO;NÃO;NÃO;NÃO;ITALA REBECA RODRIGUES DE ALMEIDA;-34.93583;-8.06122
4;2;CRECHE MUNICIPAL;983;DA TORRE;26156750;CANTORA CLARA NUNES;S/N;655;TORRE;943,5;138;7;7;NÂO;05/04/2017;NÃO;NÃO;SIM;SIM;MARIA DE FATIMA DO NASCIMENTO;-34.91755;-8.04472
4;2;CRECHE MUNICIPAL;526;E LUTANDO QUE SE CONQUISTA;26153408;SALVADOR ALLENDER;36;680;CORDEIRO;454,1;94;5;6;SIM;17/02/2017;NÃO;NÃO;NÃO;SIM;MARIA DA CONCEICAO LEMOS DE FARIAS;-34.92571;-8.04178
4;2;CRECHE MUNICIPAL;979;ESPERANCA;26170736;LEILA FELIX KARAN;S/N;817;SAN MARTIN;622,6;189;10;9;SIM;16/10/2017;NÃO;NÃO;NÃO;NÃO;ROSIANE ARAUJO DA SILVA;-34.93677;-8.06681
4;2;CRECHE MUNICIPAL;547;JOAO EUGENIO;26157578;GASPAR PEREZ;3895;698;IPUTINGA;243,5;53;4;5;SIM;;NÃO;NÃO;NÃO;NÃO;IVONETE DOS SANTOS CAMPOS;-34.94044;-8.04017
4;2;CRECHE MUNICIPAL;433;JOAO EUGENIO - ANX I- LAR SEM FRONTEIRAS;26157578;ESTEVAO DE SA;204;736;VARZEA;243,5;50;4;3;SIM;;NÃO;NÃO;NÃO;SIM;;-34.94751;-8.03763
4;2;CRECHE MUNICIPAL;422;LUA LUAR;26413779;MAURICIO DE NASSAU;42;698;IPUTINGA;232,8;69;4;4;SIM;26/04/2017;NÃO;NÃO;NÃO;NÃO;RISELIA BEZERRA DA SILVA ANDRADE;-34.93078;-8.03843
4;2;CRECHE MUNICIPAL;527;MENINO JESUS DA BOMBA GRANDE;26153416;NOSSA SENHORA DA SAUDE;479;698;IPUTINGA;240,2;56;4;3;SIM;11/05/2017;NÃO;NÃO;NÃO;SIM;SEVERINA VALKIRIA DO NASCIMENTO;-34.92809;-8.04188
4;2;CRECHE MUNICIPAL;536;NOSSA SENHORA AUXILIADORA;26153300;DOUTOR ANTONIO CORREIA DE OLIVEIRA;669;701;TORROES;162,7;37;2;2;NÂO;;NÃO;NÃO;NÃO;NÃO;ANA CLAUDIA DE ARAUJO;-34.93391;-8.0666
